CaseID,Cruisedbefore,Howmany,Intend,Abiltravel,Abilspend,Motivation_1,Motivation_2,Motivation_3,Motivation_4,Motivation_5,Motivation_6,Motivation_7,Motivation_8,TopDestination,TopCruiseline,TopLength,Demos1,Demos2,Demos3
451,1,4,1,1,2,1,0,0,1,0,1,1,0,4,3,5,5,2,4
452,1,4,1,1,1,1,0,0,1,1,1,0,0,5,4,5,5,2,3
453,1,1,2,3,3,1,0,0,1,0,1,1,0,4,4,4,4,2,5
454,2,0,2,1,3,1,0,0,0,0,1,1,1,4,1,4,5,4,6
455,1,5,1,2,2,1,1,0,0,0,1,1,0,6,3,5,5,2,5
457,1,1,2,2,2,1,1,0,0,0,1,1,0,6,3,1,4,2,4
458,1,1,1,2,2,1,0,1,1,0,0,1,0,6,3,5,1,5,6
459,2,0,2,1,3,1,0,0,1,0,1,1,0,4,4,1,5,2,6
460,1,1,1,3,1,1,1,1,0,0,0,1,0,2,3,1,1,2,3
461,2,0,2,2,2,0,1,1,0,0,1,1,0,2,6,1,1,1,2
464,2,0,2,2,2,1,1,0,0,0,1,1,0,3,6,1,5,2,2
469,1,2,1,2,2,0,1,0,1,0,1,1,0,4,6,3,1,2,4
471,1,2,3,1,2,1,0,0,1,0,0,0,0,6,1,1,6,2,6
474,2,0,1,1,3,1,0,1,1,0,0,1,0,6,3,4,1,2,6
480,2,0,2,2,3,1,1,1,0,0,1,0,0,3,2,5,1,2,3
482,1,3,2,1,2,0,0,0,0,0,1,1,0,2,3,1,2,2,5
485,1,4,1,1,1,1,0,0,0,0,1,1,1,6,3,1,1,2,5
486,1,1,1,1,1,1,1,0,0,0,1,1,0,6,4,2,1,2,6
487,2,0,1,2,3,1,0,1,0,0,1,0,1,2,6,4,1,2,5
489,2,0,3,2,2,1,0,0,1,0,1,1,0,5,1,1,1,1,4
490,2,0,1,3,3,1,1,1,0,0,1,0,0,3,6,5,1,2,4
493,2,0,2,1,2,1,0,1,1,0,0,1,0,6,1,1,5,2,5
494,2,0,1,2,1,1,0,1,1,0,1,0,0,6,3,5,1,1,3
495,1,1,1,2,2,1,0,1,0,0,0,1,1,1,2,1,1,2,2
500,2,0,1,1,1,1,0,0,0,1,1,0,0,4,1,2,5,2,6
502,1,2,2,1,1,0,0,1,1,0,1,0,0,6,4,5,1,1,6
504,2,0,3,1,3,1,0,0,1,1,0,0,0,4,1,1,2,2,3
506,2,0,3,1,2,1,1,0,1,0,1,0,0,6,3,5,5,2,3
507,2,0,2,2,2,1,1,1,0,0,1,0,0,3,3,1,2,2,3
508,1,2,2,2,2,0,1,1,0,0,1,1,0,6,5,4,5,2,6
509,2,0,3,2,3,1,0,1,0,0,1,1,0,4,3,1,2,2,2
510,1,1,2,3,3,0,1,0,1,0,1,1,0,3,3,1,5,2,5
511,2,0,1,2,3,0,0,0,0,1,1,1,0,4,2,4,1,2,2
513,1,1,1,2,1,1,0,0,0,0,1,1,1,4,1,1,2,2,3
515,1,2,1,2,3,1,1,1,0,0,1,0,0,5,1,1,1,2,5
517,1,3,1,2,1,1,1,0,1,0,1,0,0,3,4,3,1,2,5
518,1,3,1,2,2,1,1,0,0,0,1,1,0,6,6,4,1,2,5
520,2,0,1,1,2,1,1,0,0,0,1,0,1,3,6,1,4,2,3
521,1,3,1,2,3,1,0,0,0,0,1,1,0,2,1,1,1,2,3
524,1,4,1,1,1,0,1,0,0,0,0,0,0,5,4,3,2,1,2
527,1,2,1,1,1,0,0,1,1,0,1,1,0,6,6,5,5,2,5
528,2,0,2,1,2,1,0,1,0,0,1,0,1,4,4,4,5,2,3
529,2,0,3,1,2,0,0,0,0,0,1,1,1,4,1,1,2,2,6
530,1,3,1,1,1,1,1,0,0,0,1,1,0,3,2,5,4,2,2
532,2,0,1,1,2,1,0,0,0,0,1,1,0,4,6,1,5,2,5
533,2,0,3,3,3,1,0,0,1,0,1,1,0,2,3,4,1,2,3
535,2,0,2,2,3,1,1,0,0,0,1,1,0,3,6,4,1,2,4
537,2,0,2,2,3,0,1,0,0,0,0,0,0,1,3,1,1,2,5
539,1,3,1,1,1,1,0,0,1,1,0,1,0,6,5,3,1,2,5
541,1,1,1,2,2,0,0,1,1,0,1,1,0,2,2,1,1,2,5
542,2,0,3,3,2,1,0,0,0,0,1,0,0,4,6,1,2,2,2
543,1,2,3,2,2,0,1,1,0,0,1,0,0,6,3,2,5,5,6
544,2,0,1,1,2,1,0,0,1,0,1,1,0,4,6,5,1,1,3
545,1,1,1,1,2,1,0,1,0,0,1,0,1,2,2,1,1,2,4
546,2,0,1,2,3,0,0,1,0,0,1,1,0,2,3,1,1,2,2
549,2,0,1,2,2,0,1,0,0,0,1,1,0,2,3,1,1,2,5
551,2,0,3,1,3,1,1,0,1,0,1,0,0,5,1,2,5,2,2
552,1,1,3,1,1,1,1,1,0,0,0,0,0,3,3,5,1,2,5
554,1,2,1,2,1,1,0,0,0,1,1,1,0,1,3,1,1,5,2
558,1,3,1,1,2,1,1,1,1,0,0,0,0,6,6,5,5,2,5
560,1,3,1,2,1,0,1,0,1,1,0,0,0,6,1,3,1,4,6
561,1,3,2,2,3,1,0,0,1,0,1,1,0,6,3,1,1,2,5
562,2,0,1,2,1,1,0,0,1,0,1,0,0,4,5,4,6,2,4
565,1,1,1,3,2,1,0,0,1,0,1,1,0,6,3,1,1,5,3
566,1,2,3,3,1,1,1,0,0,0,1,0,1,6,1,1,1,1,5
567,1,1,1,2,2,0,1,1,0,0,1,1,0,2,6,1,1,5,5
568,2,0,2,1,1,1,0,1,0,0,1,0,1,6,6,1,1,2,6
570,2,0,3,2,2,1,1,0,1,1,0,0,0,4,2,4,5,4,6
571,2,0,2,1,2,1,0,0,1,0,1,1,0,6,2,1,2,5,5
572,1,5,1,1,2,1,0,1,1,1,0,0,0,6,5,5,5,2,5
573,1,2,1,2,2,0,1,1,0,0,1,1,0,2,2,1,1,5,6
574,1,4,2,1,3,0,1,0,1,0,1,1,0,2,3,1,5,2,1
577,1,1,1,2,3,1,0,1,0,0,1,1,0,2,3,1,2,5,5
579,2,0,1,3,3,1,0,0,0,1,1,0,0,1,3,1,1,2,3
580,1,2,1,1,2,0,0,0,1,0,1,1,0,4,1,3,5,2,5
581,1,2,2,1,2,0,1,1,0,0,1,1,0,2,3,1,4,2,3
582,2,0,2,1,1,1,0,1,0,0,1,1,0,2,4,4,1,2,5
584,2,0,3,3,2,1,1,0,1,0,1,0,0,4,4,1,1,5,2
585,1,1,2,1,1,1,0,1,1,0,1,0,0,6,3,1,5,2,5
587,2,0,2,2,2,1,0,0,0,0,1,0,1,3,3,1,1,2,3
588,2,0,2,2,2,0,0,0,0,1,1,0,1,5,6,4,2,2,2
589,1,3,1,2,1,1,0,0,0,1,1,1,0,1,5,1,1,2,6
590,2,0,2,1,2,0,1,1,0,1,1,0,0,3,3,4,5,4,3
591,1,2,1,2,2,1,0,1,1,0,1,0,0,3,4,4,1,2,3
593,1,3,1,1,1,1,0,0,1,1,0,1,0,6,5,5,5,2,6
596,1,3,2,2,2,0,0,1,1,0,0,1,1,3,3,2,2,2,3
597,1,1,1,2,2,1,0,0,1,0,1,1,0,1,2,5,2,2,3
598,2,0,1,1,2,1,0,0,0,0,0,0,0,4,3,1,1,1,3
599,1,1,2,1,2,1,0,0,1,0,1,1,0,4,3,1,2,5,6
603,2,0,2,2,3,1,0,0,1,0,1,1,0,4,4,2,2,2,5
604,1,2,1,1,1,1,0,1,0,0,1,1,0,2,3,3,1,2,5
605,2,0,2,1,2,1,0,0,1,0,1,1,0,5,2,4,1,5,2
606,2,0,1,1,2,1,0,1,1,0,1,0,0,5,2,2,6,2,5
608,1,4,1,1,2,1,1,1,0,0,0,1,0,5,4,4,5,5,6
611,1,1,1,2,3,1,0,0,1,0,1,1,0,3,3,2,2,5,4
613,2,0,1,2,2,0,0,1,1,0,1,0,1,5,2,5,1,1,3
614,1,3,2,3,2,0,1,1,0,0,1,1,0,4,4,5,1,2,5
615,1,2,2,1,2,1,0,0,0,0,1,1,0,3,3,4,2,2,5
616,1,2,2,2,2,0,1,1,0,0,1,0,0,3,3,1,1,2,6
617,2,0,3,3,3,1,0,1,0,0,1,0,1,2,2,1,2,2,2
618,1,2,1,2,2,1,0,0,1,0,0,0,0,5,1,1,5,2,2
619,1,1,2,2,2,0,1,1,0,0,1,1,0,3,6,2,1,2,6
620,1,1,3,1,1,1,0,0,1,0,1,1,0,1,3,2,2,3,6
622,1,3,3,1,2,1,1,0,0,0,1,1,0,4,3,5,5,2,5
624,2,0,2,1,2,1,0,0,1,0,0,0,0,4,1,3,2,2,6
625,2,0,1,3,2,0,0,1,0,0,1,0,0,2,3,1,1,1,2
626,2,0,3,2,2,0,1,1,0,0,1,0,1,6,3,1,2,2,7
628,2,0,1,2,2,1,1,0,1,1,0,0,0,3,3,5,1,5,4
629,2,0,1,1,2,1,0,0,0,0,1,0,0,4,3,1,2,2,3
630,2,0,2,3,3,1,0,1,0,0,0,1,1,1,6,4,1,2,2
631,2,0,1,2,2,1,0,0,1,0,1,0,0,4,1,1,5,2,5
632,2,0,3,3,2,1,0,1,0,0,1,1,0,2,2,1,5,2,5
633,2,0,1,1,2,1,1,0,0,0,1,0,1,6,3,3,1,2,5
634,1,3,1,2,3,1,0,0,0,0,1,0,0,6,3,2,1,2,6
635,1,4,1,1,3,1,0,0,1,1,0,1,0,4,4,5,5,2,4
637,1,5,1,1,1,1,0,0,0,0,1,1,0,4,4,4,5,2,6
638,1,1,1,2,1,1,0,1,1,1,0,0,0,2,1,1,1,2,5
639,2,0,3,1,2,1,1,0,1,0,1,0,0,3,3,1,5,2,3
640,2,0,3,3,3,1,0,1,0,0,1,1,0,4,1,1,4,2,2
641,1,2,1,2,2,0,1,1,0,0,1,1,0,2,2,1,1,2,2
642,2,0,2,2,2,1,0,0,1,0,1,0,1,3,2,2,4,2,3
644,2,0,3,1,2,1,1,0,1,0,1,0,0,5,2,5,5,2,6
645,2,0,1,1,1,0,0,1,0,1,1,0,1,2,6,1,5,2,3
646,1,2,1,2,3,0,0,1,0,0,1,1,0,3,3,1,1,2,3
647,1,3,3,2,2,1,0,0,0,1,1,1,0,2,1,1,5,2,5
648,1,4,1,1,2,0,1,1,0,0,1,1,0,2,6,5,1,2,5
649,1,2,1,2,2,1,1,0,1,0,0,1,0,6,6,4,1,2,5
650,2,0,2,2,3,0,1,1,0,0,1,1,0,2,1,1,4,2,5
651,2,0,3,2,2,1,1,1,0,0,1,0,0,2,2,1,1,2,7
653,2,0,2,2,2,0,1,1,0,0,0,1,0,3,2,1,4,2,6
658,2,0,2,1,1,1,1,1,0,0,0,0,0,4,1,4,5,5,4
659,1,1,1,1,2,1,0,0,0,1,1,1,0,3,3,2,5,2,5
661,1,5,1,1,2,1,1,0,0,0,1,1,0,5,2,5,5,2,6
663,1,4,1,2,2,1,1,1,0,0,0,1,0,5,1,5,5,2,5
664,2,0,1,1,1,0,0,0,0,0,1,0,0,4,1,1,5,2,5
666,1,1,1,3,3,1,0,1,0,0,1,1,0,3,2,1,1,3,3
667,2,0,3,1,1,1,1,0,1,0,1,0,0,6,3,1,3,1,6
669,2,0,3,2,2,1,0,0,0,0,1,0,0,2,3,1,4,2,2
670,2,0,1,2,2,1,0,0,1,0,1,0,0,5,1,5,1,1,5
671,1,3,1,1,1,1,1,1,0,0,1,0,0,6,1,5,2,2,5
672,2,0,3,2,2,0,0,0,0,0,1,0,0,3,2,1,4,2,2
677,2,0,2,2,2,0,1,0,0,0,1,1,0,6,6,1,1,1,2
681,2,0,2,2,2,1,1,1,0,0,0,1,0,3,3,3,1,2,4
682,2,0,3,1,3,1,1,0,0,0,0,0,0,1,3,1,4,2,3
683,2,0,2,2,2,0,1,1,0,1,0,1,0,6,3,1,4,2,5
684,1,4,1,1,2,1,1,1,0,0,1,0,0,6,4,2,5,4,3
688,1,2,2,2,2,0,0,0,0,0,1,0,0,4,2,1,1,2,4
691,2,0,2,1,2,1,1,0,0,1,0,1,0,5,1,5,3,5,5
693,1,3,1,2,2,1,0,0,0,0,1,1,0,4,4,1,2,2,5
694,1,1,2,2,2,1,0,1,1,0,0,1,0,5,1,5,1,2,5
696,1,2,1,1,2,1,0,0,1,0,1,1,0,4,3,3,5,2,4
697,1,4,1,1,2,1,0,0,0,1,1,1,0,5,6,5,5,2,4
698,2,0,1,1,2,1,0,0,1,0,1,1,0,5,1,5,4,2,4
699,1,1,2,2,3,1,0,1,0,0,1,1,0,6,3,5,2,2,3
702,1,2,1,2,2,1,0,0,0,1,1,1,0,4,6,1,1,2,3
703,2,0,2,1,3,0,0,1,0,1,1,1,0,3,1,4,5,2,4
704,1,2,1,2,3,0,0,1,1,0,1,1,0,3,2,1,1,2,2
705,2,0,3,2,2,1,0,1,1,0,0,1,0,3,2,1,6,1,4
706,2,0,3,2,3,1,1,0,0,0,1,1,0,3,3,1,6,2,2
707,2,0,2,2,2,1,0,0,1,0,1,1,0,4,5,4,1,2,3
708,2,0,2,1,2,1,1,0,0,0,1,1,0,2,3,1,5,2,5
710,2,0,3,1,2,1,0,1,0,0,1,1,0,3,2,1,5,2,6
711,1,2,1,3,3,0,1,1,0,0,1,1,0,2,3,1,1,1,5
712,1,5,1,1,1,0,0,0,1,1,1,1,0,6,6,2,5,2,3
713,2,0,1,1,3,0,0,1,1,1,0,1,0,2,3,4,5,5,6
714,1,3,1,1,1,0,0,0,1,0,1,1,0,4,3,1,5,2,5
715,2,0,2,2,3,1,1,1,0,0,0,1,0,2,3,1,1,2,4
716,1,2,2,1,2,1,0,0,0,0,1,0,0,3,2,1,4,2,5
717,2,0,1,2,2,0,1,0,1,0,1,1,0,2,2,4,6,2,5
719,1,1,2,1,2,1,0,0,1,0,1,1,0,6,1,3,5,2,5
720,2,0,1,2,1,0,1,1,0,0,1,1,0,4,2,1,1,2,5
723,1,1,2,2,2,0,1,1,0,0,1,1,0,4,6,4,1,2,7
724,2,0,2,3,3,0,1,1,0,0,1,0,1,2,3,1,1,2,4
726,2,0,3,2,2,1,1,1,0,0,1,0,0,2,2,4,4,2,2
728,1,1,2,1,2,1,0,0,0,0,1,1,1,6,6,5,1,2,6
730,2,0,3,1,2,0,1,0,0,0,1,1,0,4,2,1,5,2,2
731,2,0,2,3,3,1,0,1,0,0,1,1,0,2,6,1,1,2,5
732,2,0,1,2,1,1,1,0,1,0,1,0,0,3,3,1,1,2,5
736,2,0,2,1,2,1,1,1,0,0,1,0,0,6,4,5,6,1,5
737,2,0,2,1,3,1,0,1,0,0,0,1,0,2,4,3,6,1,3
739,2,0,2,2,3,0,1,1,0,0,1,1,0,6,1,1,1,2,5
740,2,0,2,2,2,1,0,0,0,0,1,1,1,2,2,5,4,2,3
741,1,2,2,2,2,1,1,0,1,0,0,1,0,5,4,1,2,2,6
745,1,1,2,2,2,1,1,1,0,0,1,0,0,2,3,4,1,5,2
746,1,1,2,2,2,0,0,0,0,0,1,0,1,2,2,1,1,2,4
747,1,1,1,3,2,1,1,0,0,1,1,0,0,6,3,2,1,1,5
748,2,0,2,1,2,1,0,0,0,1,0,1,1,4,4,4,1,1,4
749,1,5,1,1,1,0,0,0,1,1,1,1,0,6,4,5,5,2,5
751,1,3,1,2,1,1,1,0,1,0,1,0,0,6,3,1,2,2,3
752,1,1,1,2,2,1,0,0,1,0,1,1,0,3,6,4,6,5,5
753,2,0,2,1,2,0,1,1,0,0,1,1,0,6,3,1,1,5,5
754,2,0,1,2,2,0,0,1,1,0,1,1,0,4,4,1,2,2,5
756,2,0,2,2,3,0,1,1,0,0,1,0,1,2,3,1,4,2,3
757,2,0,1,2,3,1,0,0,1,0,1,0,1,5,1,5,1,2,5
758,1,2,1,2,2,1,0,0,0,1,1,1,0,2,1,1,1,5,6
761,1,4,1,2,2,1,1,0,0,0,1,1,0,5,2,4,5,2,2
763,1,1,3,1,3,0,0,0,0,1,1,1,0,3,6,1,5,2,2
764,1,1,1,3,2,1,0,0,1,0,1,1,0,6,5,5,4,2,5
765,2,0,1,1,2,1,0,0,0,0,1,1,1,6,2,5,1,2,5
766,2,0,3,1,3,1,0,0,0,0,1,1,1,6,1,4,5,2,3
767,2,0,1,1,3,1,0,1,0,0,1,0,0,2,3,5,6,2,3
768,2,0,2,1,2,0,1,0,0,0,1,1,0,4,2,2,1,1,2
770,2,0,1,1,2,0,0,1,0,0,1,1,1,3,3,1,4,2,3
773,1,2,3,1,3,0,1,0,0,0,1,1,1,3,3,1,2,2,5
776,1,3,1,1,1,1,0,0,0,1,1,1,0,6,6,4,2,2,3
779,2,0,3,1,1,1,0,0,1,0,1,1,0,5,4,1,1,2,5
780,1,2,2,2,3,0,0,1,0,0,0,0,0,3,3,1,1,2,4
781,2,0,3,2,3,1,0,0,1,0,1,1,0,6,1,1,1,1,6
782,2,0,3,2,3,1,1,1,1,0,0,0,0,3,6,3,4,5,4
783,2,0,1,2,2,1,0,0,0,0,1,1,1,6,2,4,1,2,5
784,2,0,1,1,2,1,1,1,0,0,1,0,0,3,3,5,6,5,4
786,1,4,1,1,2,1,0,1,1,0,0,1,0,3,6,1,1,1,6
787,2,0,1,2,2,0,0,1,1,0,0,1,1,5,2,4,1,2,3
791,2,0,3,2,2,0,0,0,0,0,0,0,0,2,6,2,1,2,5
792,1,4,1,1,2,0,1,1,0,0,1,1,0,3,3,1,5,2,3
793,1,2,2,1,2,0,1,1,0,0,1,1,0,4,3,1,1,2,6
794,2,0,2,2,1,1,1,0,0,0,1,1,0,6,6,4,1,2,6
795,2,0,3,1,3,0,1,0,1,0,1,1,0,2,2,4,5,2,5
796,2,0,3,2,3,1,1,1,0,0,1,0,0,6,3,5,5,2,3
797,1,4,1,2,2,1,0,0,1,1,0,1,0,5,4,5,1,2,3
798,1,3,2,1,1,0,1,0,0,1,1,1,0,6,1,4,5,2,5
799,1,3,2,1,2,1,0,0,1,0,1,1,0,2,1,1,5,4,2
804,2,0,2,2,2,1,0,1,0,0,1,1,0,6,3,1,1,5,2
805,1,3,1,3,2,1,0,0,1,1,1,0,0,1,3,1,1,2,5
806,1,1,1,2,3,1,1,1,0,0,1,0,0,1,2,5,1,1,3
807,2,0,2,2,2,1,0,1,0,0,1,1,0,1,3,1,4,2,5
808,2,0,3,2,3,1,0,1,1,0,1,0,0,2,3,3,1,1,5
811,2,0,1,1,1,1,0,1,1,0,1,0,0,6,5,2,4,2,5
812,1,1,2,2,3,1,1,1,0,0,0,1,0,1,3,1,6,2,2
814,2,0,3,2,3,0,1,1,0,0,1,0,1,6,3,4,1,2,4
815,1,3,2,2,2,1,0,0,1,1,1,0,0,6,1,2,1,2,3
817,2,0,3,3,3,1,1,1,0,0,1,0,0,2,4,1,1,2,2
819,2,0,3,2,2,0,1,1,0,0,1,1,0,3,6,1,1,2,4
820,2,0,2,2,3,0,0,0,1,1,1,1,0,4,2,1,1,2,3
821,2,0,2,1,1,1,0,0,0,0,0,1,1,2,6,1,1,2,5
822,1,3,1,1,1,0,0,1,0,0,1,1,1,5,3,2,1,2,3
828,1,2,3,2,3,0,1,1,0,0,1,1,0,2,3,1,1,3,6
829,2,0,2,2,2,1,0,1,0,0,1,0,1,6,3,1,1,2,5
831,1,4,1,2,2,1,0,1,0,0,1,1,0,6,6,3,1,2,6
833,1,1,3,1,2,0,0,0,0,0,1,0,0,4,4,2,5,2,4
834,2,0,2,2,2,0,0,0,0,1,1,1,1,4,6,3,1,1,2
837,1,5,1,1,1,1,0,0,1,1,0,1,0,5,5,5,5,2,5
839,1,4,2,1,1,0,0,0,0,0,1,0,1,3,3,2,1,2,5
841,1,1,3,1,3,1,1,1,0,0,0,1,0,6,6,2,3,2,3
843,1,5,2,1,1,1,0,0,1,0,0,1,0,5,2,5,1,2,2
844,1,1,1,2,2,1,0,1,1,0,1,0,0,5,1,2,1,2,5
846,1,1,1,2,3,1,0,0,1,0,1,1,0,2,3,5,2,2,3
847,2,0,2,1,3,1,0,1,0,0,1,1,0,6,3,5,2,2,5
849,1,4,1,2,2,0,0,1,1,1,1,0,0,6,6,2,5,2,5
850,1,3,1,2,2,0,1,1,0,0,1,1,0,3,6,1,2,2,5
853,2,0,1,3,1,1,1,1,0,0,1,0,0,4,2,1,1,2,2
854,1,2,1,1,3,1,0,0,0,0,1,1,1,6,3,4,6,2,3
857,2,0,1,1,1,1,1,1,0,0,1,0,0,5,1,4,1,2,5
858,2,0,1,2,3,0,0,0,1,0,1,1,1,4,4,4,5,2,4
859,2,0,2,1,2,1,0,0,1,1,0,1,0,6,5,2,5,4,5
861,1,3,1,1,1,1,1,0,0,0,1,1,0,3,6,1,2,2,3
863,1,3,1,1,1,1,0,0,1,0,1,1,0,6,4,4,1,2,3
864,2,0,1,2,2,1,0,0,1,1,1,0,0,4,3,4,3,2,3
865,1,4,1,1,2,1,0,1,1,0,0,1,0,4,2,5,1,2,6
867,1,1,3,2,2,0,1,0,0,1,1,1,0,2,3,1,1,2,3
868,2,0,2,1,3,1,0,0,0,1,1,0,1,4,5,4,5,2,5
870,1,2,2,1,2,1,1,1,0,0,1,0,0,3,1,2,5,2,5
875,2,0,2,2,2,1,1,0,1,0,1,0,0,4,4,4,4,2,4
876,2,0,2,2,2,1,0,1,0,0,1,1,0,2,2,4,1,2,2
879,1,3,1,1,1,1,1,0,1,0,1,0,0,2,5,4,1,2,2
880,1,4,1,1,1,1,0,1,1,0,1,0,0,4,2,5,4,2,2
881,2,0,2,1,1,1,1,0,0,0,1,0,1,2,1,1,1,5,5
884,1,3,1,1,1,0,0,1,0,1,1,0,1,2,5,1,2,2,3
885,2,0,2,2,2,0,1,0,1,0,1,1,0,2,3,1,1,2,4
886,2,0,1,3,1,1,0,1,0,0,1,1,0,3,3,2,1,2,6
887,1,2,1,2,2,0,0,1,0,0,0,1,0,3,6,1,1,2,3
889,2,0,1,2,3,1,1,0,0,0,1,1,0,3,3,1,2,2,5
890,2,0,2,2,3,1,0,1,0,0,0,0,1,6,2,5,1,1,3
892,1,1,2,1,3,1,0,1,0,0,1,0,1,2,6,1,5,2,2
893,1,3,2,2,1,1,1,0,0,1,1,0,0,5,3,1,2,2,6
894,1,3,2,1,3,0,1,1,1,0,1,0,0,5,4,1,1,2,3
895,1,1,1,2,2,1,1,1,0,0,0,1,0,4,3,1,6,2,5
896,2,0,1,2,2,1,1,0,0,1,1,0,0,6,2,5,1,2,5
897,2,0,3,1,3,1,1,0,1,0,1,0,0,4,4,1,5,2,6
898,1,4,2,2,2,0,1,1,0,0,1,1,0,4,3,1,1,2,3
901,2,0,3,3,3,1,0,0,0,1,1,0,1,5,3,4,1,2,2
902,2,0,1,1,2,1,0,0,1,0,1,1,0,6,3,1,1,2,4
903,2,0,3,1,1,0,0,0,0,0,1,1,0,1,4,4,1,1,5
906,1,1,1,1,1,1,0,0,1,0,1,1,0,4,1,1,1,2,4
908,2,0,2,1,2,0,1,0,0,0,1,1,0,2,1,5,5,2,5
910,2,0,2,2,2,0,1,1,0,0,1,1,0,2,3,1,1,2,5
911,1,3,1,2,1,1,0,0,1,0,1,0,0,5,5,4,1,2,5
913,1,2,1,1,1,1,0,0,0,0,0,1,0,2,6,1,5,2,3
914,1,1,2,1,2,1,0,0,1,0,1,1,0,5,3,2,1,2,3
915,2,0,1,2,2,0,1,1,0,0,1,0,0,6,1,1,1,2,6
917,1,2,3,1,2,1,1,0,1,0,1,0,0,6,4,5,5,2,5
921,1,1,2,2,3,1,1,1,0,0,1,0,0,6,3,1,1,1,6
922,1,3,1,2,2,0,1,1,0,1,0,1,0,6,3,1,1,2,3
925,1,2,1,2,2,1,0,1,0,0,1,1,0,2,6,1,1,2,5
927,1,5,1,1,1,1,0,1,1,0,1,0,0,4,5,4,1,2,6
929,2,0,3,2,3,0,0,0,1,0,0,1,0,2,4,1,2,5,5
930,2,0,2,2,2,0,1,0,0,0,1,1,0,2,3,1,1,2,4
931,1,1,2,1,3,1,0,0,0,0,0,0,0,4,2,5,2,2,3
932,1,3,1,2,1,0,1,1,1,0,1,0,0,2,6,3,1,2,6
933,1,1,2,2,3,1,0,0,0,0,1,1,0,4,6,1,1,1,6
934,1,3,1,1,1,1,0,0,0,1,1,1,0,5,6,5,1,1,5
935,1,1,2,2,3,0,1,0,0,0,1,0,0,6,1,1,1,2,3
